,Time,Alt,Bearing,Speed,VerticalAccuracy,Accuracy
306,1624445815293,149.68655449583233,15.802503,0.8519465,3.0,8.534
307,1624445820470,149.63303250106452,26.371653,0.83559465,3.0,8.695
308,1624445825837,149.93784956525536,14.068959,0.88786954,3.0,8.711
309,1624445830952,149.89040113022017,10.481227,0.9106883,3.0,6.795
310,1624445836421,150.01051584562668,6.2344437,0.8403977,3.0,8.233
311,1624445841972,149.98302581609275,14.559881,0.29329106,3.0,7.528
312,1624445847896,149.89458893701382,354.74326,0.2519197,3.0,6.217
313,1624445852987,149.91466054720053,282.9297,0.3429282,3.0,6.046
314,1624445857982,150.08667274198675,250.61517,0.29396287,3.0,6.681
315,1624445863565,150.0358751022293,287.9276,0.68185234,3.0,6.914
316,1624445868901,149.90417299881284,300.6873,0.003227569,3.0,7.129
317,1624445873963,149.9597223939023,310.47296,0.6127438,3.0,6.866
318,1624445879921,149.99660248503776,320.60254,0.9778191,3.0,6.182
319,1624445884941,150.0281029702073,314.29517,0.835849,3.0,4.405
320,1624445889957,150.71492425470575,300.35077,0.78363395,3.0,3.598
321,1624445895556,150.66708611559747,290.14224,0.84327525,3.0,3.791
322,1624445900836,150.66742966419628,286.58517,0.92432773,3.0,3.569
323,1624445905832,150.71400067929883,288.51886,0.85078925,3.0,3.578
324,1624445910997,151.05560578935084,269.99878,0.7329091,3.0,3.337
325,1624445916752,151.05167900262674,256.59662,0.31431773,3.0,3.213
326,1624445921936,151.07780756801884,230.69655,0.6660974,3.0,3.032
327,1624445927372,151.1357111395187,232.15921,0.7789915,3.0,3.557
328,1624445932374,151.02112544366835,240.91002,1.0823894,3.0,3.951
329,1624445937392,150.9561071358729,248.26895,0.9425258,3.0,4.196
330,1624445942838,150.73075289627727,253.60507,0.9093699,3.0,3.722
331,1624445948432,150.74665247872687,240.31999,1.0069546,3.0,3.867
332,1624445953637,150.73606248814033,237.9465,0.99865675,3.0,4.097
333,1624445959092,150.8194090856611,227.1793,1.0673363,3.0,4.049
334,1624445964317,150.91841622309911,225.24031,1.0946586,3.0,4.048
335,1624445969814,150.9438215248718,218.5127,0.9583222,3.0,4.313
336,1624445974961,150.86992689481772,218.75935,1.07495,3.0,3.991
337,1624445979951,150.97834314962785,249.6951,0.8929565,3.0,3.813
338,1624445985574,150.73396543641957,268.2976,0.9233016,3.0,3.62
339,1624445990833,150.7863981857073,262.57724,1.022058,3.0,3.837
340,1624445995960,150.7168862696432,276.1055,1.038188,3.0,3.77
341,1624446001410,150.6677918645522,294.12817,1.0304524,3.0,3.785
342,1624446006749,150.78013265677663,305.751,1.0936844,3.0,4.059
343,1624446011963,150.9050498637903,307.37234,1.0418438,3.0,3.94
344,1624446017371,150.3690238612701,298.70374,1.057256,3.0,3.693
345,1624446022716,150.39338534321243,300.14447,1.1390738,3.0,3.686
346,1624446027887,150.09633615791947,299.0047,1.1872561,3.0,3.77
347,1624446032935,150.1491490479906,288.72028,1.167887,3.0,3.808
348,1624446037963,150.34255382237225,271.5519,1.1550838,3.0,3.651
349,1624446042979,150.32617521823178,266.69754,0.8301835,3.0,3.709
350,1624446048950,150.09070945320175,70.521965,0.0005011805,3.0,3.289
351,1624446053948,149.9923612786978,77.43059,0.00014960754,3.0,3.123
352,1624446059956,150.46085246980925,258.76938,0.00018419535,3.0,3.016
353,1624446089256,150.3386169941162,0.0,0.049999997,3.0,18.5
354,1624446093323,150.36765135932572,0.0,0.30463776,3.0,10.833
355,1624446096858,150.31373114375472,0.0,1.0379217,3.0,8.8
356,1624446101897,150.33456272285642,180.0,1.4402307e-06,3.0,10.949
357,1624446107549,150.35854740963453,311.39688,1.0168787,3.0,8.039
358,1624446112821,150.22853826015907,281.0377,0.9317254,3.0,5.174
359,1624446117889,150.25260993542153,177.33122,0.77309644,3.0,4.463
360,1624446122975,150.1153048536488,194.62263,0.8820108,3.0,3.841
361,1624446128571,150.045759781375,200.81073,1.0270027,3.0,3.721
362,1624446133936,150.0556710588058,204.93404,1.0415317,3.0,3.836
363,1624446139759,150.01491153789297,170.72675,0.6441164,3.0,3.788
364,1624446144956,149.74795631447452,138.54593,0.7677309,3.0,3.818
365,1624446150639,149.6769605669793,122.757324,0.7980671,3.0,4.252
366,1624446155751,151.63719964214062,115.06878,0.81961286,3.0,4.231
367,1624446160962,151.6199965213201,116.85478,0.7194512,3.0,3.935
368,1624446165968,151.62406821442437,134.65884,0.12132281,3.0,3.476
369,1624446171980,151.62981670247248,189.21515,4.5702378e-05,3.0,3.334
370,1624446177969,151.6789433404001,272.73178,0.000357858,3.0,3.077
371,1624446183959,151.6156982902369,0.0,0.03407032,3.0,3.025
372,1624446188965,151.55273852338857,160.44177,0.43980452,3.0,3.0
373,1624446193971,151.53020140169215,0.0,0.009287176,3.0,2.7
374,1624446199959,151.4688409620997,180.0,9.6329e-05,3.0,2.983
375,1624446204969,151.5089077044976,36.144787,0.596831,3.0,3.583
376,1624446210955,151.37914475277222,180.0,0.15746294,3.0,4.071
377,1624446215937,150.340742697939,172.3767,0.30243793,92.702896,4.0
378,1624446220988,150.60257782222362,0.0,0.0012736296,105.556496,4.9
379,1624446225986,159.90152401554226,0.0,0.00017890394,103.72349,6.4
380,1624446231959,137.47437035066443,180.0,3.876834e-06,87.60505,7.416
381,1624446237908,171.3037728600576,0.0,1.5145751e-07,101.48171,9.928
382,1624446242947,147.36333695229894,180.0,2.0035625e-08,94.503944,13.0
383,1624446247975,175.1209650376904,180.0,0.090634175,108.99235,11.3
384,1624446252980,152.66719434371652,0.0,0.06458257,100.12833,11.333
385,1624446258972,146.66022292223047,180.88329,0.7609463,107.123535,12.75
386,1624446263985,151.20881917927156,180.0,0.28879985,3.0,10.991
387,1624446268995,151.16396766301438,359.05832,1.220457,3.0,8.0
388,1624446274951,150.60892365058015,198.07079,0.58756584,3.0,6.666
389,1624446279977,150.65651347644058,64.66367,0.69703215,3.0,6.642
390,1624446284985,150.35594360578528,0.0,0.0023627838,3.0,7.688
391,1624446290607,150.26520007681472,355.847,0.6776776,3.0,5.187
392,1624446295691,150.20255951463727,347.03403,0.635454,3.0,6.574
393,1624446300931,150.14693874629637,340.81277,0.7164885,3.0,7.705
